,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
HOXA1,-0.18617093600183784,-7.127063306919188,0.002639690458946072,0.0316661367036788,0.21783707270551664,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
RAB31,0.3441868644130408,6.712210310149496,0.0026426931429795082,3.922202460449945,3.578015596036904,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
ARNT2,0.19556576642985135,7.91920149333694,0.0026486910342531918,3.154428872270335,2.9588631058404835,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
HTR3B,-0.43633992299536484,-9.36033478362414,0.002649364496548668,4.181396945618402,4.6177368686137665,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
TINAGL1,0.3090585524789584,6.7372902992999295,0.002684990035650358,1.9545896774054732,1.6455311249265148,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
NENF,0.34330745487320113,6.6315306090321675,0.0027160499162060497,4.275473132773475,3.9321656779002736,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
MOB4,-0.11309785341749645,-7.71966181051462,0.002742842321986815,4.35810987698341,4.471207730400907,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
SLC16A14,-0.501493112771122,-10.611189457985615,0.002752238465356763,1.4271663407760065,1.9286594535471284,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
OSBPL10,-0.2856910231174048,-8.019602822063423,0.002759449353127583,2.6527230961203876,2.9384141192377924,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
RPL15,0.19104444776086105,7.610225220599233,0.0027712228534580385,4.8466369097625845,4.6555924620017235,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
USP28,0.1957672773904986,7.136096747328721,0.0028079734258167253,2.3404515485494692,2.1446842711589706,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
SRGAP3,-0.15227583333053163,-7.675721226737672,0.002815417170524834,3.773134697616505,3.925410530947037,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
FBXL6,0.10563656228672791,6.548974496665663,0.002855847485181791,1.6965519890522218,1.590915426765494,0.416379958555439,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
ERI3,-0.08378992534470697,-6.565728346901682,0.002867366271133607,4.3351031969386975,4.4188931222834045,0.416379958555439,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
SPACA9,-0.2489414006656232,-7.525896337302354,0.0029299212644152434,0.061726813442299966,0.31066821410792317,0.416379958555439,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
FANCI,-0.1447912293418765,-7.594272361252588,0.002948884646546158,1.761618311187661,1.9064095405295376,0.416379958555439,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
RBM19,0.20228975478677147,6.498360614591695,0.0029597411544388308,1.8688288536571804,1.666539098870409,0.416379958555439,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
EFR3A,-0.17229875635697312,-7.9872726937060685,0.002973540059813612,4.255131753146899,4.427430509503872,0.416379958555439,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
SEC14L2,-0.3430549987376299,-8.753070478846539,0.002989477742908991,3.4792198916437376,3.8222748903813675,0.416379958555439,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
CD99,0.2310097432900613,10.053168629846267,0.00301049376128911,3.3412761963364557,3.1102664530463944,0.416379958555439,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
MT3,-0.38445316441645083,-6.506220463986602,0.003049693623594199,7.02091283207296,7.405365996489411,0.4184803998297331,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
BTBD6,-0.17437136942492693,-9.190189947330168,0.003204056630382718,3.4292519421933463,3.603623311618273,0.4324373036868467,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
ZAR1,0.0525191207169425,17.620086838055414,0.0032054707638591714,0.052663383008037,0.0001442622910945,0.4324373036868467,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
UNC93B1,0.2145347502581294,6.310782262689565,0.0032258477924651443,2.6293272241272905,2.414792473869161,0.4324373036868467,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
DSC2,0.11153747689512775,7.202900315808601,0.003294075154398891,0.240589595612988,0.12905211871786026,0.43475872964123236,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
DOP1B,-0.1136352586637992,-6.294405938259661,0.0033077520511385974,4.1697602172800075,4.283395475943807,0.43475872964123236,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
ZFP804B,-0.5830387957803966,-6.36629039978052,0.003339117912573574,0.8770935084206091,1.4601323042010057,0.43475872964123236,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
HELB,0.13531596556221848,6.301935670991204,0.0033664772990978703,2.114020489369977,1.9787045238077585,0.43475872964123236,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
HLCS,-0.10029622768177737,-12.205135316226924,0.00337035847213735,1.8541116362381054,1.9544078639198827,0.43475872964123236,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
NPY,5.180143696372307,15.78731957882689,0.0033939402769768176,6.251072266388515,1.070928570016209,0.43475872964123236,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
IL13RA1,0.7592836921577453,7.110946179537195,0.003426040328745665,3.7660152184082185,3.0067315262504732,0.43475872964123236,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
S1PR5,-0.11070915728955691,-6.313068212183078,0.003442744287054,0.08016882945426956,0.19087798674382647,0.43475872964123236,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
ARID5A,0.7692588516428545,6.479224212845813,0.0035832182566752136,2.1217227586368925,1.352463906994038,0.448652313408178,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
TXNRD2,-0.11107328800101124,-6.144254917026537,0.0036042533928470144,2.2316572933498877,2.342730581350899,0.448652313408178,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
BCAN,-0.669399486588043,-6.116881725260976,0.003673115629408706,2.7783003504183488,3.447699837006392,0.45080379491157074,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
KCNA4,-0.2806408812461356,-9.061946319230637,0.0036732735914066133,3.1679742325236533,3.448615113769789,0.45080379491157074,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
TSTA3,0.3330596944693287,6.067249798802286,0.003751047368678705,3.6428788378398465,3.3098191433705177,0.4556276150107663,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
ENTPD3,-0.41136599234957005,-6.723622980806014,0.0037648692581368193,3.6866628072606367,4.098028799610207,0.4556276150107663,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
KLHL12,-0.13324997175306974,-6.006637216815761,0.0038668360098618897,2.615316906142793,2.748566877895863,0.46474035271629766,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
KBTBD3,-0.2494528086040635,-6.170330342006469,0.00394121296895639,2.9546654073884917,3.204118215992555,0.4704350576027604,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
SLCO5A1,-0.5161623774501471,-6.065850418366554,0.004032473863373435,2.941340452755395,3.457502830205542,0.47615437037328995,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
